path,label
pool\outside\img_0008709.jpg,inside
pool\outside\img_0016117.jpg,outside
pool\outside\img_0004706.jpg,outside
pool\inside\img_0003243.jpg,inside
pool\inside\img_0017922.jpg,inside
pool\inside\img_0017360.jpg,inside
pool\inside\img_0000047.jpg,inside
pool\outside\img_0013470.jpg,outside
pool\inside\img_0017209.jpg,outside
pool\inside\img_0019483.jpg,inside
pool\outside\img_0008238.jpg,outside
pool\inside\img_0001067.jpg,inside
pool\outside\img_0014880.jpg,outside
pool\outside\img_0008022.jpg,outside
pool\outside\img_0012448.jpg,outside
pool\inside\img_0014057.jpg,inside
pool\inside\img_0005635.jpg,inside
pool\inside\img_0014993.jpg,inside
pool\outside\img_0012899.jpg,outside
pool\outside\img_0011533.jpg,outside
pool\outside\img_0016124.jpg,outside
pool\inside\img_0017041.jpg,inside
pool\outside\img_0016119.jpg,inside
pool\inside\img_0015600.jpg,outside
pool\inside\img_0003973.jpg,inside
pool\outside\img_0007925.jpg,outside
pool\inside\img_0009758.jpg,inside
pool\inside\img_0000722.jpg,inside
pool\inside\img_0006226.jpg,inside
pool\outside\img_0013086.jpg,inside
pool\outside\img_0005854.jpg,outside
pool\outside\img_0001872.jpg,inside
pool\outside\img_0001961.jpg,outside
pool\outside\img_0012583.jpg,outside
pool\inside\img_0019994.jpg,inside
pool\inside\img_0019527.jpg,inside
pool\outside\img_0011778.jpg,outside
pool\outside\img_0015350.jpg,outside
pool\inside\img_0017463.jpg,inside
pool\inside\img_0009743.jpg,inside
pool\outside\img_0010338.jpg,outside
pool\inside\img_0018218.jpg,inside
pool\outside\img_0012451.jpg,outside
pool\outside\img_0006341.jpg,outside
pool\inside\img_0012226.jpg,outside
pool\outside\img_0006072.jpg,outside
pool\outside\img_0002848.jpg,outside
pool\outside\img_0002325.jpg,inside
pool\inside\img_0019025.jpg,inside
pool\outside\img_0003704.jpg,inside
pool\outside\img_0010958.jpg,outside
pool\inside\img_0013345.jpg,inside
pool\inside\img_0012678.jpg,inside
pool\inside\img_0016665.jpg,inside
pool\outside\img_0008307.jpg,inside
pool\inside\img_0009823.jpg,inside
pool\outside\img_0001221.jpg,outside
pool\inside\img_0010534.jpg,inside
pool\inside\img_0019911.jpg,outside
pool\inside\img_0014502.jpg,inside
pool\outside\img_0001025.jpg,inside
pool\inside\img_0004345.jpg,inside
pool\inside\img_0004146.jpg,inside
pool\outside\img_0013614.jpg,inside
pool\inside\img_0005683.jpg,inside
pool\inside\img_0002939.jpg,inside
pool\outside\img_0003965.jpg,outside
pool\outside\img_0013509.jpg,outside
pool\outside\img_0014692.jpg,outside
pool\inside\img_0002052.jpg,inside
pool\inside\img_0013164.jpg,inside
pool\inside\img_0004987.jpg,inside
pool\outside\img_0016308.jpg,outside
pool\outside\img_0011935.jpg,outside
pool\inside\img_0004650.jpg,outside
pool\outside\img_0000908.jpg,outside
pool\inside\img_0010044.jpg,inside
pool\inside\img_0019943.jpg,outside
pool\inside\img_0015139.jpg,inside
pool\inside\img_0016058.jpg,inside
pool\outside\img_0008609.jpg,inside
pool\inside\img_0019638.jpg,inside
pool\outside\img_0001340.jpg,outside
pool\inside\img_0018167.jpg,inside
pool\inside\img_0007537.jpg,inside
pool\outside\img_0006474.jpg,outside
pool\inside\img_0017062.jpg,inside
pool\inside\img_0003016.jpg,inside
pool\outside\img_0010614.jpg,outside
pool\inside\img_0008920.jpg,inside
pool\outside\img_0013172.jpg,outside
pool\inside\img_0004359.jpg,inside
pool\inside\img_0017611.jpg,inside
pool\inside\img_0018296.jpg,inside
pool\outside\img_0009799.jpg,inside
pool\inside\img_0019156.jpg,inside
pool\outside\img_0011882.jpg,outside
pool\outside\img_0009048.jpg,inside
pool\inside\img_0016879.jpg,inside
pool\inside\img_0015650.jpg,inside
pool\inside\img_0008201.jpg,inside
pool\outside\img_0014311.jpg,outside
pool\outside\img_0002427.jpg,outside
pool\outside\img_0009104.jpg,outside
pool\inside\img_0003507.jpg,inside
pool\inside\img_0002220.jpg,inside
pool\inside\img_0003108.jpg,inside
pool\inside\img_0018953.jpg,inside
pool\outside\img_0008701.jpg,outside
pool\outside\img_0005866.jpg,outside
pool\inside\img_0019097.jpg,outside
pool\outside\img_0009896.jpg,outside
pool\inside\img_0016872.jpg,inside
pool\outside\img_0016367.jpg,inside
pool\inside\img_0008208.jpg,inside
pool\outside\img_0012820.jpg,outside
pool\outside\img_0014500.jpg,outside
pool\inside\img_0019765.jpg,inside
pool\inside\img_0007366.jpg,inside
pool\inside\img_0010109.jpg,inside
pool\outside\img_0009972.jpg,outside
pool\outside\img_0012147.jpg,outside
pool\outside\img_0015152.jpg,outside
pool\inside\img_0003086.jpg,inside
pool\inside\img_0017843.jpg,inside
pool\outside\img_0011889.jpg,outside
pool\outside\img_0007216.jpg,outside
pool\outside\img_0000983.jpg,outside
pool\outside\img_0001854.jpg,inside
pool\inside\img_0017128.jpg,inside
pool\outside\img_0013218.jpg,outside
pool\inside\img_0017336.jpg,inside
pool\outside\img_0011155.jpg,outside
pool\inside\img_0016384.jpg,inside
pool\inside\img_0018455.jpg,outside
pool\outside\img_0006775.jpg,inside
pool\outside\img_0013119.jpg,outside
pool\inside\img_0013910.jpg,inside
pool\outside\img_0006578.jpg,inside
pool\inside\img_0004834.jpg,inside
pool\outside\img_0011294.jpg,outside
pool\outside\img_0004621.jpg,outside
pool\inside\img_0008488.jpg,inside
pool\outside\img_0010796.jpg,outside
pool\outside\img_0004429.jpg,outside
pool\outside\img_0010993.jpg,outside
pool\outside\img_0014616.jpg,outside
pool\inside\img_0014876.jpg,inside
pool\inside\img_0012457.jpg,inside
pool\inside\img_0013685.jpg,inside
pool\outside\img_0005429.jpg,inside
pool\outside\img_0001582.jpg,outside
pool\inside\img_0019744.jpg,inside
pool\inside\img_0018886.jpg,inside
pool\outside\img_0003969.jpg,outside
pool\inside\img_0001589.jpg,inside
pool\inside\img_0008575.jpg,inside
pool\outside\img_0011591.jpg,inside
pool\inside\img_0002776.jpg,inside
pool\inside\img_0019477.jpg,inside
pool\outside\img_0014487.jpg,outside
pool\inside\img_0015508.jpg,inside
pool\outside\img_0005059.jpg,outside
pool\inside\img_0015531.jpg,inside
pool\inside\img_0015781.jpg,inside
pool\inside\img_0014717.jpg,inside
pool\outside\img_0005740.jpg,outside
pool\outside\img_0000578.jpg,outside
pool\inside\img_0012103.jpg,inside
pool\outside\img_0008170.jpg,outside
pool\inside\img_0011425.jpg,outside
pool\inside\img_0004819.jpg,inside
pool\inside\img_0017822.jpg,inside
pool\outside\img_0001534.jpg,outside
pool\inside\img_0005364.jpg,outside
pool\outside\img_0014139.jpg,outside
pool\outside\img_0007863.jpg,outside
pool\inside\img_0016447.jpg,inside
pool\inside\img_0013592.jpg,inside
pool\inside\img_0017033.jpg,inside
pool\outside\img_0008933.jpg,outside
pool\inside\img_0004026.jpg,inside
pool\inside\img_0015185.jpg,inside
pool\inside\img_0017792.jpg,inside
pool\outside\img_0009708.jpg,outside
pool\inside\img_0018494.jpg,outside
pool\inside\img_0016455.jpg,inside
